List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,KVUE,2026-01-20,CupHandle,17.59,74.3,3,72.9,74.9,78.1,69.1,0.0,,,,,,,,,
Top 50 Composite,2,AVNS,2026-01-15,CupHandle,12.34,72.4,3,69.7,89.9,64.6,64.7,0.0,,,,,,-46.7%,,Healthcare,⚠️
Top 50 Composite,3,GFI,2026-01-15,CupHandle,49.84,68.5,3,72.1,88.8,25.0,79.4,2.0,,,,,,,,,
Top 50 Composite,4,DXYZ,2026-01-28,CupHandle,35.42,67.7,3,74.8,73.4,32.8,61.3,1.0,,,,,,,,,
Top 50 Composite,5,BAP,2026-01-13,CupHandle,311.50,67.4,3,74.6,64.1,49.0,78.7,8.9,,,,,,18.5%,15.5,Financial Services,✅
Top 50 Composite,6,WTTR,2026-01-29,CupHandle,12.06,66.4,3,76.7,73.5,13.5,54.8,0.0,,,,,,,,,
Top 50 Composite,7,CNM,2026-01-15,CupHandle,57.86,66.3,3,76.2,56.9,42.2,59.0,0.0,,,,,,,,,
Top 50 Composite,8,KNTK,2026-01-29,CupHandle,40.69,65.8,3,73.5,73.0,31.2,57.5,0.0,,,,,,,,,
Top 50 Composite,9,AD,2026-01-14,CupHandle,57.19,65.2,3,70.3,67.1,50.0,84.2,0.0,,,,,,5.3%,22.6,Communication Services,⚠️
Top 50 Composite,10,RAL,2026-01-23,CupHandle,53.73,64.9,4,71.4,66.5,50.0,58.4,0.0,,,,,,,,,
Top 50 Composite,11,CCL,2026-01-29,CupHandle,31.15,64.0,4,69.2,71.5,51.0,56.2,0.0,,,,,,25.6%,14.9,Consumer Cyclical,⚠️
Top 50 Composite,12,INR,2026-01-26,CupHandle,15.41,63.6,4,68.1,77.2,50.0,45.2,0.0,,,,,,,,,
Top 50 Composite,13,ZIM,2026-01-12,CupHandle,23.27,62.9,4,72.3,68.4,34.9,39.1,0.0,,,,,,,,,
